# id,lat_e6,lon_e6
1361,35505267,115057178
1362,30102364,118562363
1363,35379038,119145943
1364,39918271,110179346
1365,38334618,114365851
1366,36648571,110584386
1367,33086349,117733087
1368,34023393,119339781
1369,36493006,116999018
1370,39337120,113773449
1371,30732808,119183752
1372,38276185,112769812
1373,36572785,110930255
1374,36204401,113914249
1375,32721389,110920930
1376,32008119,114124775
1377,32723056,117211080
1378,38766052,110012123
1379,30163368,110235127
1380,31343077,110615929
1381,39513444,115119387
1382,30493908,110443569
1383,31595735,110867943
1384,32898450,118655366
1385,32434720,116169373
1386,34863864,113674528
1387,31190832,116129906
1388,30504047,112553817
1389,36236892,110173718
1390,34587568,116695714
1391,31354453,111913963
1392,38386741,111684052
1393,35608605,111042998
1394,36611800,111743450
1395,37025101,119158408
1396,33998455,113536046
1397,35462503,110399353
1398,33331683,112099832
1399,30282606,117892941
1400,33112248,113112850
1401,37963849,117708173
1402,31863147,117999734
1403,36864934,115562582
1404,30092288,110287547
1405,38071623,113336275
1406,34199448,111618691
1407,32939837,118960597
1408,30912318,113241009
1409,34379225,118732365
1410,39053886,119074215
1411,33679367,118826671
1412,36101711,114093518
1413,35482825,111886897
1414,37750572,117983782
1415,35152134,111389088
1416,33112817,118999778
1417,30006889,114657848
1418,33665973,113978379
1419,36451492,116665886
1420,39323160,119141283
1421,32353192,113583878
1422,33915149,117260424
1423,31836484,113522410
1424,37310684,116758733
1425,39524488,111315512
1426,37378314,114540468
1427,34652478,116993999
1428,33410457,113961326
1429,37486998,117170970
1430,32250583,118039302
1431,37991011,117552980
1432,32228251,114379730
1433,38113681,113447685
1434,39393175,110623467
1435,37061705,116766572
1436,36516819,117098025
1437,38788039,111091908
1438,30142277,114442540
1439,33196633,114292712
1440,34494465,111193722
1441,35250334,118381000
1442,34473018,119053127
1443,30622164,115194444
1444,36019406,118258087
1445,32009198,117702248
1446,37080904,118413215
1447,36165556,111814030
1448,38849691,111609583
1449,36425680,114221222
1450,39118108,112108955
1451,37479994,115151349
1452,30685598,119701816
1453,31685602,110868795
1454,39357387,112480910
1455,34130932,116801108
1456,35747670,117373446
1457,35738018,114995790
1458,32569295,112982186
1459,33217055,110034653
1460,35208702,118776826
1461,34580267,115352690
1462,35893412,113803297
1463,33763568,111585282
1464,38712118,113784428
1465,34604236,115654568
1466,38325872,110924856
1467,39406784,111089761
1468,38856968,117474369
1469,37175035,112528738
1470,35813651,119688685
1471,32709599,115409951
1472,36256257,119933864
1473,30638261,112623313
1474,38603505,113473379
1475,31353408,110851953
1476,35470949,118266725
1477,34329760,117085547
1478,37360845,118042468
1479,38520781,111534908
1480,39615017,114350686
1481,33975933,112260641
1482,33628752,110015796
1483,36696932,117887528
1484,38234057,112130128
1485,31785240,113330063
1486,33640556,116582817
1487,37111905,113350603
1488,31223091,113112624
1489,39965509,110113339
1490,35960200,113282425
1491,31120883,113043086
1492,36952112,110587262
1493,34795993,119277561
1494,32216603,111536046
1495,30040398,119358324
1496,36428808,118488938
1497,31981967,112807636
1498,34735965,115659907
1499,33927506,110741317
1500,38323982,117502395
1501,38400936,119525527
1502,39499398,113615964
1503,37989535,119511430
1504,31576939,110565580
1505,32830323,112186748
1506,30115973,117492557
1507,35377677,118010101
1508,34705629,111078452
1509,35769700,115433333
1510,30685642,110221684
1511,37267618,110464791
1512,34388083,118585760
1513,38838781,118377915
1514,31245178,119528839
1515,37431575,115184640
1516,30988222,116647275
1517,31443752,117628022
1518,31359547,115013001
1519,36885587,119049647
1520,31211388,110622229
1521,31758425,114436747
1522,35459606,117108913
1523,37403686,110838226
1524,38426063,114343519
1525,39758913,110948062
1526,37406706,116248409
1527,35118334,113243865
1528,32310675,110416776
1529,32292740,119637819
1530,36967516,116918938
1531,37127929,112372383
1532,37663463,118007626
1533,36499357,110928884
1534,30348073,118412208
1535,33784129,110800910
1536,37663315,110560716
1537,38207432,111138797
1538,32379616,118115488
1539,31568016,113405974
1540,34231269,116440779
1541,36938726,119133912
1542,37368293,111667166
1543,39635344,112720783
1544,30978886,118932386
1545,38941475,116275455
1546,33493724,119785324
1547,38847640,111399225
1548,36952610,116073450
1549,33674481,115523351
1550,34557658,119823528
1551,33528251,117478753
1552,34328921,111955969
1553,35534079,111142641
1554,35085441,113765331
1555,35034717,119543438
1556,32432264,113888595
1557,39096360,112791244
1558,30013286,116220169
1559,33514416,110866437
1560,34444339,115880019
1561,39704382,116773688
1562,38867920,114986768
1563,36165696,112310559
1564,32284179,116925641
1565,37629588,114271877
1566,30122318,117389125
1567,35574712,110389173
1568,38185847,114926999
1569,37930748,112842789
1570,35208627,118702806
1571,39546026,111448801
1572,35333095,114387910
1573,39866234,114150627
1574,39692401,110565035
1575,32692984,113041649
1576,36013596,119215500
1577,38565955,117693853
1578,35032804,113078571
1579,34179463,111088024
1580,35109490,115564093
1581,36221655,115593426
1582,35063631,118411394
1583,36647055,114931965
1584,38743567,114774391
1585,35817381,119207679
1586,35864007,110216627
1587,39419447,119969279
1588,38697977,111901785
1589,36502873,114681169
1590,31677204,111520387
1591,37740822,113651520
1592,33707149,119144232
1593,37826392,115872120
1594,34555312,119631487
1595,39885078,118166957
1596,34777988,110511594
1597,31463447,114460974
1598,36453025,119086116
1599,32097381,116371607
1600,37991408,111482725
1601,31269796,118311986
1602,35400215,113544958
1603,30894806,114385774
1604,33020330,116777009
1605,30910235,114324147
1606,32467529,119291553
1607,31895578,116372206
1608,39908377,117802716
1609,30434436,111379465
1610,30870088,117010217
1611,30265748,117995307
1612,37227085,112630215
1613,37906145,110053875
1614,31780931,116480783
1615,39674322,119662328
1616,36064723,113914527
1617,34770735,118992641
1618,35961404,116826690
1619,35552163,113496368
1620,31602378,114631345
1621,37185556,115083700
1622,30408351,114632901
1623,30382511,114522377
1624,32836783,114948942
1625,32341402,112826650
1626,38995490,119240521
1627,33408954,114430290
1628,30759000,115955775
1629,30901632,115597862
1630,30381580,112593115
1631,30306412,119439193
1632,37373762,113540556
1633,34826409,114728352
1634,30425003,119461358
1635,31398733,113061732
1636,37646477,112210741
1637,35809538,112500295
1638,31424650,118273885
1639,34073430,112252163
1640,38777503,113109254
1641,35563302,111635373
1642,31399951,113954587
1643,39413043,117475359
1644,37097718,114422370
1645,37762719,119380459
1646,37434271,117809553
1647,39311205,114500780
1648,38145270,117139226
1649,34881135,112694641
1650,32731484,117566202
1651,39695279,110758897
1652,33872489,110434662
1653,31206152,114640130
1654,35608439,118688509
1655,34760854,110884916
1656,30216357,113843787
1657,32607070,111586612
1658,32627380,110580065
1659,34096082,119816799
1660,34381745,110055343
1661,32804669,114340686
1662,35273777,113987752
1663,33228914,113548516
1664,32470889,118447391
1665,32884486,116081052
1666,30073777,117711680
1667,37241227,113470534
1668,37840124,112800762
1669,37082950,119939849
1670,37347443,110203778
1671,37463532,112613859
1672,33403066,113955652
1673,39648119,116702323
1674,31892656,118942845
1675,30626681,114741871
1676,38534869,116532901
1677,37012793,118243608
1678,35686347,112492099
1679,32190189,110986364
1680,34630170,118396022
1681,34389413,111452840
1682,38613738,118006713
1683,32010984,112552416
1684,30980302,113506704
1685,36557566,118738146
1686,38516198,116430211
1687,30217254,110563566
1688,34437343,110591938
1689,31201701,119308123
1690,31160616,117668450
1691,37199935,112506563
1692,38750127,118327053
1693,34144410,115952280
1694,30437405,112703991
1695,31682831,116157285
1696,33251420,114793170
1697,39340665,110467872
1698,36426709,115464650
1699,32905929,119107164
1700,33242803,110885200
1701,30462272,112059331
1702,33327408,114961919
1703,31917717,113089881
1704,30432659,110619693
1705,34959670,114893273
1706,36430624,118771382
1707,30081252,112519867
1708,38686075,115957671
1709,30374597,119032863
1710,34141344,112628009
1711,32874049,115859207
1712,36051549,112521369
1713,34952359,119202409
1714,32938160,114386211
1715,33491851,111273412
1716,34010016,118971245
1717,30608006,116812478
1718,36722241,116395480
1719,30115722,119448902
1720,31902162,114390111
1721,37447459,111095836
1722,39382179,113633973
1723,35306849,115705555
1724,35929888,115863240
1725,31562327,116883674
1726,38053765,112830806
1727,39680088,113589575
1728,39069185,117835911
1729,36597004,119335997
1730,37356478,119511845
1731,30869804,116003450
1732,34705745,112097917
1733,33129142,116621456
1734,33333653,116610671
1735,37415641,117688788
1736,37747017,115052187
1737,31244847,116580038
1738,35149516,114573560
1739,30288584,119156498
1740,33661704,117872429
1741,37579040,112259350
1742,39949114,110939442
1743,33267337,118610930
1744,39956123,110251587
1745,34424759,119369223
1746,37455113,110284985
1747,32422616,118759877
1748,34430554,113177771
1749,32446841,117252770
1750,37735013,111966937
1751,34497173,111918334
1752,38724756,113751064
1753,39779011,118691666
1754,30662331,112520956
1755,35844703,110163477
1756,31251859,114697733
1757,35055416,111833805
1758,37354961,111380494
1759,35650842,118529915
1760,38948173,111355292
1761,30258460,119271820
1762,38494872,111648131
1763,36178546,117783193
1764,32957106,115928352
1765,36685658,115351503
1766,32599313,116449508
1767,31010142,115687260
1768,32512056,112605690
1769,31285936,115910852
1770,34040039,114259484
1771,35710192,116745393
1772,39973822,117044727
1773,39337043,114181244
1774,33686015,110942558
1775,36849284,114647457
1776,36039784,112256964
1777,32025565,113323763
1778,30797126,117747050
1779,38961427,110806192
1780,38736302,116497993
1781,38321303,110292634
1782,30370629,119573767
1783,36888714,116557920
1784,36827612,115768512
1785,33606178,117858292
1786,36214122,112873730
1787,32541656,112305489
1788,38055131,114670160
1789,38828061,119833428
1790,30152372,113819061
1791,39886490,114421064
1792,32058662,116237625
1793,37721568,117208999
1794,32416128,117837691
1795,30602829,115364551
1796,37830773,110351571
1797,37311539,114792456
1798,39631828,113407846
1799,37363616,116443982
1800,36205955,116686739
1801,35543012,116056397
1802,35322706,112834164
1803,35032197,111607741
1804,39580712,117331171
1805,34065134,115973330
1806,37611532,117185817
1807,33491608,114475115
1808,38975690,110713226
1809,34456798,113368801
1810,34131451,113571153
1811,30254779,114501800
1812,32764724,118548829
1813,30853890,113844712
1814,35036242,117384349
1815,32628430,112887831
1816,33431049,110573391
1817,39200646,115784571
1818,38463793,119492060
1819,35784547,117634133
1820,34640849,115693857
1821,34846674,116186467
1822,39736939,115515488
1823,38287016,111684439
1824,35689770,114471885
1825,31127524,119705389
1826,39134083,112275369
1827,33096583,111758505
1828,38739864,112212186
1829,34104343,116626363
1830,37632705,119588465
1831,32543192,113887743
1832,30895898,117466961
1833,31002106,119379588
1834,38124047,112646722
1835,35784754,119843102
1836,30478300,110094567
1837,34833211,113899757
1838,31102103,113825318
1839,32423800,111612405
1840,35368114,114317975
1841,34106857,110495264
1842,38447694,116450797
1843,39692039,115673928
1844,36591421,115205250
1845,38715107,111694903
1846,37848737,118767612
1847,30668513,116756381
1848,33344319,114510174
1849,39087266,117685595
1850,30091718,115435946
1851,30929872,115370922
1852,36102135,114075110
1853,33106688,116550859
1854,30956966,112027304
1855,34702374,116117350
1856,32733312,117950683
1857,37385039,115629598
1858,37454441,111182669
1859,33766567,110191117
1860,33701339,114048899
1861,38606611,115382279
1862,31613009,117903438
1863,38693231,115203117
1864,37430887,111714496
1865,35945301,116594266
1866,33721856,114098129
1867,34619637,115743605
1868,30283816,112559741
1869,31423900,115225299
1870,34209819,112795127
1871,31445464,113570041
1872,30479864,118341540
1873,30910655,116285728
1874,30187455,119915958
1875,39462373,113755265
1876,37931562,110417373
1877,32809317,119596179
1878,30703248,118197355
1879,35906508,110978951
1880,38122492,117478747
1881,38887615,112728544
1882,32058321,110661683
1883,37224478,115484600
1884,30917856,111399377
1885,38542608,119340732
1886,36467555,114376418
1887,32408290,114182507
1888,39024109,118818328
1889,39898373,118843821
1890,31087946,114345183
1891,37159733,116838341
1892,37939303,114677618
1893,38665212,113303357
1894,31319854,115456563
1895,33549074,113966915
1896,30814239,119284477
1897,35436254,113187917
1898,32005681,110258195
1899,39007250,117082919
1900,32316740,110330707
1901,38202036,116958259
1902,38024312,119086340
1903,39712450,118417202
1904,36032823,111210718
1905,35282407,117477505
1906,39260327,112342554
1907,31438413,110320000
1908,38954005,112546613
1909,34694022,117993261
1910,34423545,113807577
1911,32414405,116925178
1912,39651627,113324285
1913,34686513,119303866
1914,34426384,111035823
1915,32654574,113984433
1916,39743403,118306141
1917,38275216,116632141
1918,37559582,119213892
1919,37326306,111956972
1920,31012793,111707731
1921,32302035,113848010
1922,31749493,112850657
1923,34576875,115791366
1924,33155624,112632577
1925,39778040,113140192
1926,30373274,112637289
1927,31716769,112180830
1928,38640200,116162287
1929,36597774,114868520
1930,30387448,112055939
1931,39130815,113250029
1932,39016477,116729478
1933,31952038,118825430
1934,37474949,112121929
1935,33253053,117537684
1936,33099038,116729561
1937,33038525,110039300
1938,38167560,115569055
1939,37677650,111474677
1940,37613198,115110304
1941,37535152,117365036
1942,38930240,117494910
1943,33237138,118105794
1944,32590127,117328722
1945,31162934,117578097
1946,35899320,117838301
1947,32051838,113808901
1948,39336284,119397348
1949,37066064,115684182
1950,39942120,110315368
1951,36060678,114144875
1952,37035468,118576941
1953,32977421,110137922
1954,37079327,119446523
1955,32140558,116082001
1956,35692631,113285645
1957,32906093,113859667
1958,31866441,119393102
1959,34733034,117542044
1960,31104734,110889093
1961,34750372,112564401
1962,37731505,110273208
1963,37692716,111581305
1964,30135196,118172503
1965,31229094,111735339
1966,33083971,117580983
1967,32295325,118842652
1968,34184992,119347683
1969,34993983,111057895
1970,32137999,112846202
1971,31725165,112893008
1972,32836931,110432820
1973,35186839,114644547
1974,30024365,116117446
1975,38988625,111371526
1976,36519786,110319526
1977,34258303,115210098
1978,33362120,111007291
1979,35771765,113558263
1980,30667220,118947721
1981,34665833,118885298
1982,37642255,112094903
1983,32233198,114873147
1984,34587126,119278659
1985,35638000,114586754
1986,35398327,119309796
1987,36481604,111009723
1988,31153244,112226019
1989,37632781,118466262
1990,38708325,113766252
1991,34240042,118451904
1992,34422049,117423248
1993,37852674,118549175
1994,30913984,115077407
1995,31262797,113140631
1996,33943863,119888093
1997,36309399,118515690
1998,30710135,119940891
1999,37673903,118882817
2000,30987073,110748979
2001,38288633,118701348
2002,36595020,114959432
2003,37318078,110244292
2004,34838000,117470655
2005,31974745,116654799
2006,36141378,118860590
2007,38098367,119658943
2008,38374133,118746551
2009,33308791,113105881
2010,30474860,110415582
2011,36184738,114984352
2012,30649236,110370004
2013,30672670,117226218
2014,37768508,114186297
2015,30506648,117162536
2016,34157931,118125274
2017,34193389,118222397
2018,38206985,117641681
2019,31372389,113968363
2020,36452191,118328874
2021,31389034,111019136
2022,34879399,117142767
2023,33813695,112240444
2024,31980641,119089575
2025,30661715,116754831
2026,37456177,111218697
2027,39037850,110896638
2028,33123408,112272440
2029,39174006,110797139
2030,37540928,119797072
2031,39558164,112440157
2032,34909796,118141432
2033,36134567,117612232
2034,30708949,112959402
2035,30622581,112108923
2036,31927598,113282634
2037,33858790,110918373
2038,33461853,119747867
2039,37844942,115861127
2040,37883234,110389235
2041,35344757,113752439
2042,36448696,114516447
2043,36454116,119948079
2044,35371581,114096284
2045,34927828,114942399
2046,33131021,113331960
2047,39057640,113199271
2048,31781252,113074945
2049,31689894,113369928
2050,38081823,117546608
2051,30882861,113562366
2052,31452890,112823388
2053,37179223,116355544
2054,35998254,113681238
2055,32988000,114401537
2056,37705813,111070727
2057,38438534,117624615
2058,37113567,114657245
2059,31596630,111341737
2060,34737068,117261614
2061,31183839,111880678
2062,37395377,118037086
2063,30299011,119501975
2064,33226800,117850633
2065,36530092,119941226
2066,30235423,119530386
2067,30586898,114710012
2068,34893498,111957131
2069,35608250,111441722
2070,32009791,112228465
2071,31916689,115179725
2072,30236795,114771727
2073,30052348,113792964
2074,32055893,116933928
2075,35973552,119374409
2076,37313165,117896076
2077,31772188,110583336
2078,38129622,111919607
2079,31447983,116988358
2080,39524671,115593996
2081,33269656,114877348
2082,32611004,116773964
2083,36042593,118080269
2084,39756356,115363140
2085,38707044,111921415
2086,33998450,110875321
2087,30905573,111202563
2088,38164206,113263630
2089,35147218,118768210
2090,35618338,111216575
2091,35947710,114584509
2092,39059246,112307030
2093,38514989,117176955
2094,38485470,114537107
2095,37310774,119083600
2096,34962543,110812459
2097,39980407,114236926
2098,31602725,118003976
2099,30034078,119867051
2100,30557153,119832619
2101,37572080,119880340
2102,31038456,115618213
2103,37599274,115521759
2104,32441071,119903643
2105,31651877,117567103
2106,38467938,110835238
2107,30934424,111579137
2108,37482388,113842344
2109,34461514,117541225
2110,34905825,117404987
2111,39957524,117598586
2112,36421930,116582726
2113,39658708,114371674
2114,39547689,118789188
2115,35394659,112692513
2116,35297176,118706217
2117,32812289,117522577
2118,33720033,114384028
2119,34347659,112360841
2120,30862868,115158784
2121,31455681,117058323
2122,33913130,111885146
2123,32757102,115502199
2124,39795264,110581977
2125,39591269,119385285
2126,33295851,114234405
2127,31861038,111760733
2128,31652416,112581943
2129,39224499,115664634
2130,36695356,115385474
2131,39768245,113460431
2132,32846525,118454806
2133,30028007,110832506
2134,36594683,111798520
2135,33438971,119909786
2136,32742544,111886285
2137,30247565,115324636
2138,38640752,112966081
2139,31511711,110972648
2140,35179179,111718048
2141,38640748,110833869
2142,37699715,118747226
2143,31483464,113234333
2144,39250351,110973290
2145,33953331,110777146
2146,38112207,118952511
2147,33389351,113658960
2148,31415332,114353394
2149,32703457,114589480
2150,32953692,112591062
2151,31708011,116441441
2152,38113001,118964389
2153,34015763,111548165
2154,33644497,111136881
2155,38542654,116319174
2156,36938191,117956946
2157,39009031,110467730
2158,39771478,113055334
2159,34488166,117611312
2160,38721891,118724827
2161,30958254,118317365
2162,35469562,117854794
2163,38784372,116609918
2164,39878629,115201866
2165,33083108,111641740
2166,35592099,113709289
2167,36217823,111162374
2168,33183139,115990248
2169,33765113,117529003
2170,39496900,117222667
2171,33675985,118338841
2172,33537808,110983594
2173,34747617,112506285
2174,30842913,110871779
2175,34949431,110259444
2176,36446961,116039976
2177,31255072,116156634
2178,38518364,115383397
2179,34745329,114109497
2180,39721662,117366533
2181,35889530,111075867
2182,30962788,115613605
2183,35983511,111246902
2184,36414960,116217767
2185,35241398,116343143
2186,33034922,117696030
2187,36647134,115976609
2188,38014434,115724238
2189,37019658,112823350
2190,36381142,113430007
2191,34704675,119993521
2192,36137702,119984022
2193,37042174,118935299
2194,32128799,116370045
2195,32228646,119055466
2196,35910690,116564984
2197,31548100,112822535
2198,30314213,111243488
2199,39057921,118320140
2200,36155771,115578594
2201,35256255,118472859
2202,33157313,111688517
2203,31694248,116562071
2204,35991589,116331534
2205,34850490,118570992
2206,31823714,117131291
2207,34094306,115633395
2208,39175799,115272647
2209,33011042,110479069
2210,34448590,110918159
2211,37556157,112789791
2212,36240835,114527656
2213,31909911,112951567
2214,31984111,116733698
2215,36925650,115606612
2216,35363957,118950792
2217,31655140,116619634
2218,39732633,117059994
2219,35006740,110432597
2220,35135231,117438052
2221,36493599,116205912
2222,35636078,116272260
2223,36642657,114564381
2224,37455225,115592943
2225,35387875,119130059
2226,37667725,115261308
2227,34551180,110406356
2228,36376721,111552382
2229,32086469,119963658
2230,38737464,116483163
2231,30024535,115683431
2232,38904783,110329843
2233,35891383,113804748
2234,31719777,110475927
2235,33118562,115825728
2236,37914619,111521700
2237,36027163,116879645
2238,38305257,116852810
2239,34859387,118260954
2240,33732933,115792825
2241,33902172,111948006
2242,34679298,110349930
2243,37067196,114084485
2244,31900054,115188683
2245,35004934,112632288
2246,38619529,110300288
2247,32935753,111621374
2248,32541251,113980121
2249,36007322,118100131
2250,37390340,117488887
2251,39586695,116981419
2252,35814436,116360471
2253,32151995,115150742
2254,38626836,112898894
2255,39568040,115643848
2256,30584470,111108042
2257,33097804,110667164
2258,33137621,116242112
2259,32929805,111579068
2260,30834634,116048639
2261,36385657,117303357
2262,32163643,117410774
2263,34918392,118652178
2264,36369980,115909599
2265,31800012,116327880
2266,30905317,112027645
2267,32660867,117649396
2268,31995425,117024948
2269,38275646,113311156
2270,31475203,112770076
2271,39659481,119159662
2272,38249805,112368830
2273,31752575,112434437
2274,39170145,115678196
2275,38740695,117860020
2276,33154363,110269112
2277,32885380,118239080
2278,31499224,111056785
2279,35321489,113857507
2280,32383341,113156750
2281,30089305,113309555
2282,37807913,117236240
2283,34247328,117360177
2284,34585400,118467486
2285,31273894,112420097
2286,30441572,115310646
2287,38512367,117197121
2288,31900749,115998003
2289,33888660,119977890
2290,34435449,116861894
2291,38165989,112623005
2292,34206046,112019217
2293,32860353,114482502
2294,39524176,112207843
2295,34586066,110836003
2296,38619079,118689657
2297,35151995,117756727
2298,39155198,112155091
2299,39705199,117703409
2300,32435129,115522798
2301,36592514,117589534
2302,35735069,116391123
2303,33485161,117392356
2304,35274704,110295173
2305,34463030,114270187
2306,38960269,113798736
2307,36053761,111625299
2308,35066583,116050746
2309,35671227,112866238
2310,35149807,116046934
2311,32284159,117319030
2312,37606606,117950527
2313,39730925,117703343
2314,33185565,110712006
2315,36944624,110922020
2316,34107905,114970363
2317,36584922,110664041
2318,38484816,118899197
2319,37520075,113074916
2320,35624516,114216508
2321,34892686,119550178
2322,30366410,111483223
2323,36304686,117860708
2324,34344614,111486417
2325,39588555,111156987
2326,35080413,112457321
2327,37615131,114741849
2328,32525479,114917950
2329,37438408,112727495
2330,37796796,114849082
2331,37974778,111682686
2332,32328553,115862220
2333,30232070,118103380
2334,37890699,116793476
2335,31466526,118369101
2336,34552910,113170590
2337,30091535,116394099
2338,34023420,111162219
2339,32600741,112786966
2340,39050902,110853652
2341,30032646,113925665
2342,30972922,117692423
2343,32052791,110957248
2344,32243127,111488651
2345,32906354,118332067
2346,37796888,114805576
2347,31599000,112896677
2348,36201748,112825827
2349,38485522,116802585
2350,33885700,119516336
2351,35933988,115909749
2352,33279746,110463328
2353,38964554,116365213
2354,31332398,111745182
2355,33333270,115301390
2356,35546315,111846924
2357,34865177,117420452
2358,32212168,117845720
2359,30942078,112387987
2360,34903706,115400378
2361,34884136,110705037
2362,37583916,117020032
2363,38659245,110928045
2364,39566953,112581834
2365,31895571,117499429
2366,32514808,113297458
2367,34485506,113289391
2368,35276742,119032666
2369,32639780,111796622
2370,31179497,115008213
2371,35041497,111536012
2372,35042105,115567117
2373,39631599,116346186
2374,38930005,113180592
2375,33886508,110265493
2376,30059292,111041442
2377,35897119,113255185
2378,33196179,115769550
2379,37509339,115116433
2380,33298089,119317016
2381,31959161,112309556
2382,34381595,115790306
2383,38341927,114838652
2384,36870106,111724472
2385,34441711,115152341
2386,37856269,119490867
2387,37602345,111689426
2388,38649553,111939116
2389,38371909,111240546
2390,32900882,113239811
2391,35715699,119047650
2392,38706360,117177665
2393,34616560,118542801
2394,33357063,119684166
2395,36142090,111686523
2396,31639511,114486733
2397,37286249,111985360
2398,30417547,112627830
2399,36305875,117505841
2400,33898735,115185951
2401,38439236,115360445
2402,36778311,111865334
2403,33816640,115170061
2404,31718043,115313413
2405,36286713,110625392
2406,39713913,115022421
2407,39265994,117474328
2408,30956234,112834693
2409,35634246,113302315
2410,32431684,113196565
2411,38008987,118724922
2412,35620214,119685441
2413,37662891,114857408
2414,30890744,118525913
2415,32512527,110206245
2416,33628865,113106590
2417,39141563,116890244
2418,35020293,119298462
2419,30743446,114680376
2420,31684606,112480338
2421,39361380,118176529
2422,36242029,119277459
2423,33266000,115291208
2424,31923072,110025154
2425,39549982,110982396
2426,31884181,111364285
2427,36189500,117749406
2428,33263760,117482818
2429,35843765,118224267
2430,32370785,113222643
2431,37003300,118700211
2432,35342613,111156860
2433,31020640,119593725
2434,38064861,111274867
2435,30427625,117919655
2436,38715424,114703106
2437,33802052,115677217
2438,39023613,113829927
2439,38901774,117988123
2440,32769702,116849301
2441,33382641,116573699
2442,37637329,118868634
2443,35595168,113829336
2444,37217723,116459943
2445,34495121,115521669
2446,32154774,111859820
2447,33419230,118341209
2448,33542727,114166971
2449,35962722,113113454
2450,38965170,111325819
2451,36792980,115572994
2452,36297354,111983931
2453,30483973,116780905
2454,32525205,114947342
2455,34734804,117466570
2456,35198424,111772691
2457,39329026,116357310
2458,35095932,116951231
2459,31448569,118598100
2460,32964228,110834999
2461,35133925,113068399
2462,31663928,110464061
2463,38162760,112636409
2464,34186394,111439528
2465,38063130,117752891
2466,35908644,111548031
2467,32486245,112641427
2468,34265176,112969700
2469,32060811,111985530
2470,39101340,118304007
2471,36020115,111508019
2472,36840693,114552158
2473,34474957,111913974
2474,32649264,114241606
2475,39117757,113107000
2476,30286876,113596262
2477,39672761,110859074
2478,34379936,118614595
2479,31202887,115215338
2480,30454440,114764422
2481,37185558,115675071
2482,34992682,118614038
2483,35228677,111235771
2484,35372526,113816801
2485,39969662,112667309
2486,30257452,117572411
2487,30414101,114894400
2488,39144720,110199437
2489,33466880,113758412
2490,35797444,111736985
2491,34494380,117822512
2492,31752134,111411486
2493,31886030,112874147
2494,30844800,114000816
2495,33692624,110944297
2496,36868613,112594862
2497,37244741,119152760
2498,34154750,118213036
2499,34088625,116955792
2500,39441833,118760154
2501,37122576,117746040
2502,39013434,115187823
2503,35024366,116806551
2504,31914522,114773761
2505,32531141,110012643
2506,35396985,114799534
2507,32752732,118205625
2508,39001726,117771032
2509,31527060,114561423
2510,36548236,115963420
2511,30573249,116837481
2512,33808743,112129678
2513,37850206,113310992
2514,36945802,111333559
2515,39219855,113502822
2516,39710000,112183685
2517,35380280,110442451
2518,36308375,110082252
2519,36767472,116682167
2520,37815563,115687646
2521,31603609,116021955
2522,37700436,114394014
2523,39322044,118565811
2524,30879085,113759417
2525,39226649,117859745
2526,34297424,115296204
2527,37714894,113347721
2528,30140772,116922816
2529,35445870,113214829
2530,37782753,113073345
2531,39723322,116581951
2532,39029004,116268319
2533,30292190,112946246
2534,33100551,110526031
2535,30262053,115679104
2536,33136170,116021760
2537,33397817,113951917
2538,33606997,110369333
2539,37273585,118417260
2540,37586345,110052248
2541,36234280,113093766
2542,33452455,114678124
2543,38168294,110628549
2544,31409808,114695566
2545,39411550,118338200
2546,38534013,110060638
2547,33003694,117301158
2548,38634825,119498336
2549,39327494,115768923
2550,33585396,119148625
2551,34629322,115149107
2552,35844875,116930778
2553,32976443,117277344
2554,32525864,119894295
2555,38891490,119704800
2556,35283793,117849950
2557,37234190,119036228
2558,37594371,114939238
2559,31622113,112068139
2560,38350169,117688272
2561,30103424,112546817
2562,33469483,117247300
2563,32280947,119980751
2564,35435178,118250647
2565,32313929,117682447
2566,36530871,110563991
2567,34128324,110695377
2568,32660419,110453211
2569,33675509,118173908
2570,39839364,113931344
2571,32872593,119743652
2572,34528941,110830514
2573,32380369,114976791
2574,38746011,113852116
2575,38995789,112277291
2576,33433862,113555488
2577,33166216,113038787
2578,33960110,113356324
2579,33455292,111157144
2580,37472059,119638270
2581,38513023,113375516
2582,36976704,117137942
2583,34290029,110769782
2584,36433895,119009022
2585,38047108,116097088
2586,31582095,111091321
2587,38796949,116799880
2588,35281583,118767978
2589,37252864,112375090
2590,30099136,117166449
2591,37727366,115201949
2592,37735443,117197169
2593,32491421,114481731
2594,30389794,118773314
2595,36430339,110773170
2596,32070748,114367918
2597,34944133,116091710
2598,31984135,111381973
2599,39765882,111434953
2600,31462860,112578757
2601,38386281,115452555
2602,34967201,117397098
2603,33618899,113843685
2604,31142446,116769943
2605,33635325,114157543
2606,39610443,117743579
2607,33661670,115774182
2608,30056417,118091065
2609,36001152,116202901
2610,31641333,116398430
2611,33990592,110417530
2612,38805576,115964841
2613,35662988,113702849
2614,33432605,111599353
2615,33576709,111954184
2616,32140559,113136164
2617,36073468,113151927
2618,32804759,119168220
2619,35339651,112385136
2620,31684299,118201199
2621,34787264,118248680
2622,38490375,119489928
2623,30405221,116867707
2624,36465313,110428491
2625,39991213,119077002
2626,34845760,110892717
2627,33965154,115361240
2628,32779218,111296164
2629,38845929,112194541
2630,38990185,111440635
2631,30605019,110362239
